Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"4,7",Swedbank,5 år,71191,"1,4",110428,,
"4,7",Swedbank,5 år,76194,700000,8-Apr,,
"4,7",Swedbank,10 år,81431,298000,20120330,,
"4,7",Länsförsäkringar,Rörlig,82 198,,,,
"4,7",Swedbank,Rörlig,89 196,"0,5mkr",20080410,,
"4,7",Swedbank,10 år,89196,600000,120205,,
"4,7",Länsförsäkringar,3 år,91791,110000,mars 2011,,
"4,7",Nordea,3 år,93144,295,3/15/2011,,
"4,69",Swedbank,3 år,11243,"1,3 mkr",110601,,
"4,69",Handelsbanken,5 år,18461,,,,
"4,69",SEB,5 år,19271,125000,Juni 2009,,
"4,69",SBAB,Rörlig,61 174,"1,3",20100801,,
"4,69",SBAB,Rörlig,44334,"0""",2635000,Januari 2010,
"4,68",SBAB,Rörlig,19 734,,,,
"4,68",Handelsbanken,3 månader,44 250,"2,4",4/30/2008,,
"4,68",Danske Bank,3 månader,11238,"0""",500000,Mars 2012,
"4,67",SBAB,3 månader,41 876,770,12/1/2011,,
"4,67",SEB,5 år,11443,"0""",890000 kr,juni 2009 ,
"4,66",Swedbank,3 månader,14 897,,,,
"4,66",Swedbank,Rörlig,21 757,,,,
"4,66",Länsförsäkringar,1 år,51650,,,,
"4,66",Swedbank,3 år,83138,525000,20110801,,
"4,66",Swedbank,3 år,90731,283750,2011,,
"4,66",Nordea,Rörlig,11352,"0""","2,7  mkr",11/1/2011,
"4,65",Handelsbanken,3 månader,13 442,"1,5 mkr",11/1/2007,,
"4,65",Swedbank,rörlig med lånetak,14 934,,,,
"4,65",Handelsbanken,Rörlig,16 355,150000,1/1/2010,,
"4,65",Länsförsäkringar,10 år,18435,"1,5 mkr",maj 2009,,
"4,65",Nordea,3 år,19555,1900000,110606,,
"4,65",Nordea,Rörlig,31 060,,,,
"4,65",Swedbank,3 månader,37 463,567 tkr,1/28/2012,,
"4,65",Handelsbanken,Rörlig,39 598,,,,
"4,65",Nordea,Rörlig,41 762,"2,4 mkr",20120301,,
"4,65",Swedbank,Rörlig,52 010,580000,1/20/2010,,
"4,65",Swedbank,3 månader,54 991,,,,
"4,65",Handelsbanken,Rörlig,57 001,,,,
"4,65",Länsförsäkringar,Rörlig,61 337,,,,
"4,65",Swedbank,3 månader,64 544,,,,
"4,65",Swedbank,Rörlig,67 040,"1,5mkr",9-Nov,,
"4,65",Swedbank,"Rörligt 3 månader med räntetak på 4,95% bundet på 3 år",69 333,720000,10-Dec,,
"4,65",Nordea,3 månader,70 374,700000,2/1/2012,,
"4,65",Swedbank,3 år,71894,,,,
"4,65",Nordea,7 år,72336,,,,
"4,65",Handelsbanken,3 år,75335,,,,
"4,65",Swedbank,3 månader,80 426,"0,28",5/10/2010,,
"4,65",Swedbank,5 år,81152,"1,3 mkr",11/1/2007,,
"4,65",Swedbank,8,87 264,440000,20050620,,
"4,65",Swedbank,Rörlig,91 020,780000,--,,
"4,65",Swedbank,Rörlig,61074,"0""",687,20120328,
"4,64",Handelsbanken,Rörlig,11 265,,,,
"4,64",Handelsbanken,3 månader,11 265,,,,
"4,64",SEB,3 månader,11 736,600000 kr,Februari 2012,,
"4,64",Handelsbanken,3 månader,19 251,"1,4 mkr",mars 2012,,
"4,64",Handelsbanken,2 år,41702,640000,20100501,,
"4,64",Handelsbanken,Rörlig,57 495,,,,
"4,64",Handelsbanken,Rörlig,64 260,,,,
"4,64",Handelsbanken,3 månader,70 226,,,,
"4,64",Handelsbanken,5 år,91593,,,,
"4,64",SEB,5 år,43496,"0""","1,4 mkr",februari 2008,
"4,63",Swedbank,3 månader,11 828,,,,
"4,63",SBAB,2 år,12453,,,,
"4,63",Handelsbanken,Rörlig,13 940,"2,3 mkr",januari 2012,,
"4,63",Swedbank,3 månader,29 194,,,,
"4,63",Swedbank,5 år,63346,1950000,20070531,,
"4,63",Handelsbanken,3 år,71691,,,,
"4,63",Handelsbanken,3 månader,81 791,"1,48",11/1/2011,,
"4,62",Handelsbanken,2 år,12832,650000,Mars 2011,,
"4,62",Swedbank,10 år,30263,637500,9/24/2011,,
"4,62",Swedbank,5 år,66340,476000,1/25/2008,,
"4,62",SBAB,Rörlig,72 353,"1,2",2007,,
"4,62",Nordea,30 år,79091,"0,4 mkr",20050101,,
"4,61",SBAB,Rörlig,25 438,"1,7",20120103,,
"4,61",SEB,2 år,28143,"800.0""0","00""",4/3/2012,
"4,61",Handelsbanken,7 år,54147,426000,80301,,
"4,6",Swedbank,3 månader,11 253,800000,30701,,
"4,6",Handelsbanken,Rörlig,11 847,"2,4",2008,,
"4,6",Handelsbanken,Rörlig,12 263,2 mkr,100901,,
"4,6",Nordea,3 månader,13 567,,,,
"4,6",Swedbank,3 år,13834,,,,
"4,6",Länsförsäkringar,10 år,14145,"2,4 mkr",7/25/2010,,
"4,6",Nordea,3 månader,14 160,,,,
"4,6",Handelsbanken,3 månader,14 630,"1,1",februari,,
"4,6",Handelsbanken,3 månader,16 246,,,,
"4,6",Skandiabanken,3 år,16974,725000,110801,,
"4,6",Swedbank,3 månader,17 076,,,,
"4,6",Nordea,3 månader,17 159,,,,
"4,6",Handelsbanken,2 år,18232,1120000,110503,,
"4,6",SBAB,Rörlig,18 463,"2,3",9/3/2012,,
"4,6",Swedbank,3 månader,18 494,,,,
"4,6",Nordea,3 månader,18 642,"0,392552",juni 2008,,
"4,6",Handelsbanken,3 månader,19 251,"2,8",12-Feb,,
"4,6",Nordea,3 månader,25 222,,,,
"4,6",Handelsbanken,3 månader,25 654,"2,8 mkr",9/1/2010,,
"4,6",Swedbank,Rörlig,31 168,"1,9mkr",11-Apr,,
"4,6",Nordea,3 månader,41 275,,,,
"4,6",Nordea,3 månader,42 353,"1,5",3/1/2010,,
"4,6",Swedbank,6,44 260,"1,5 mkr",2010,,
"4,6",Nordea,Rörlig,45 173,"1,3",110301,,
"4,6",Swedbank,Rörlig,46 530,,,,
"4,6",Handelsbanken,3 år,55447,"1,4 mkr",-,,
"4,6",Nordea,3 månader,57 192,,,,
"4,6",Swedbank,3 månader,59 150,"1,1 Mkr.",3/31/2012,,
"4,6",Handelsbanken,3 månader,59 396,,,,
"4,6",Swedbank,Rörlig,63 239,"1,4 mkr",8/1/2008,,
"4,6",Swedbank,3 månader,63 356,"0,80 mkr",mars 2012,,
"4,6",SBAB,3 månader,64 133,,,,
"4,6",Nordea,5 år,66142,370000,mars 2008,,
"4,6",Nordea,Rörlig,67 194,,,,
"4,6",Swedbank,10 år,69331,415000,2009,,
"4,6",Swedbank,3 månader,72 243,"1,2",2006,,
"4,6",Swedbank,5 år,72477,800000,101228,,
"4,6",Swedbank,Rörlig,75 655,"2,7",Januari 2000,,
"4,6",Swedbank,5 år,78395,"0,8 mkr",augusti 2009,,
"4,6",Nordea,3 månader,78 468,50000,3/31/2012,,
"4,6",Handelsbanken,10 år,79138,,,,
"4,6",Swedbank,3 månader,79 237,,,,
"4,6",Swedbank,Rörlig,82 452,,,,
"4,6",Swedbank,Rörlig,83 497,,,,
"4,59",Handelsbanken,5 år,18742,1000000,9/30/2011,,
"4,59",Nordea,5 år,25341,"0,9 mkr",5/23/2007,,
"4,59",Swedbank,5 år,53159,280843,9/26/2011,,
"4,59",Swedbank,5 år,61338,"0,7 mkr",111128,,
"4,59",Handelsbanken,3 år,71133,"0,235 mkr",Mars 2010,,
"4,59",Swedbank,5 år,73394,"0,8 mkr",6/3/2007,,
"4,58",Swedbank,3 månader,57 691,900000,20100110,,
"4,58",SBAB,Rörlig,61 174,1500000,0,,
"4,58",Swedbank,3 månader,90 596,"0,63 mkr",Juni 2010,,
"4,57",Swedbank,3 månader,17 760,475 tkr,120128,,
"4,57",SBAB,Rörlig,25 268,"2,1 mkr",3/20/2012,,
"4,57",Swedbank,5 år,29433,500000,120101,,
"4,57",Handelsbanken,5 år,55474,"1,2",3/1/2010,,
"4,57",Länsförsäkringar,Rörlig,62 362,"1,35",120301,,
"4,57",Handelsbanken,5 år,98144,395000,90301,,
"4,56",SBAB,2 år,16936,"1,2 mkr",20110901,,
"4,56",Handelsbanken,3 år,18331,"0,4",7/30/2011,,
"4,56",Swedbank,3 månader,22 736,,,,
"4,55",Nordea,3 år,11327,,,,
"4,55",Handelsbanken,Rörlig,11 664,,,,
"4,55",Swedbank,3 månader,12 039,500000,120101,,
"4,55",Handelsbanken,Rörlig,14 135,950000,7/3/2010,,
"4,55",Swedbank,Rörlig,16 874,,,,
"4,55",Handelsbanken,2 år,16939,,,,
"4,55",SBAB,5 år,17554,,,,
"4,55",Swedbank,Rörlig,18 635,,,,
"4,55",Swedbank,2 år,23335,683000,2011,,
"4,55",SBAB,3 månader,24 760,"3,1 mkr",3/20/2012,,
"4,55",SEB,5 år,29731,"0,75",70528,,
"4,55",Länsförsäkringar,Rörlig,31 332,"1,4",2012 jan,,
"4,55",Swedbank,8 år,37024,"1,2",Juni 2006,,
"4,55",Swedbank,3 år,43234,350000,10-Dec,,
"4,55",Nordea,Rörlig,51 156,"1,9 mkr",rörlig,,
"4,55",Länsförsäkringar,7 år,54133,,,,
"4,55",Nordea,3 månader,55 336,800000,aldrig,,
"4,55",Swedbank,10 år,58731,"1,5",mars 2007,,
"4,55",Swedbank,3 år,60214,"0,63 mkr",1/24/2011,,
"4,55",SEB,Rörlig,60 385,,,,
"4,55",Handelsbanken,Rörlig,61 172,,,,
"4,55",Handelsbanken,Rörlig,63 353,,,,
"4,55",SBAB,3 månader,63 519,"1,5 mkr",12-Jan,,
"4,55",SEB,10 år,65228,500000,120301,,
"4,55",Nordea,5 år,72597,"1,4",6/15/2012,,
"4,55",Nordea,Rörlig,75 320,,,,
"4,55",Swedbank,Rörlig,97 332,"0,4 mkr",90228,,
"4,55",Nordea,3 år,98334,"1,3 mkr",10/1/2010,,
"4,54",SBAB,3 månader,12 452,,,,
"4,54",SEB,5 år,57251,800000,20110124,,
"4,54",Handelsbanken,Rörlig,76 130,400,120201,,
"4,53",SBAB,1 år,19435,"400.0""0","00""",Januari 2012,
"4,53",Swedbank,10 år,41674,850000,2/25/2007,,
"4,52",SEB,3 månader,11 764,1400000,20100607,,
"4,52",Swedbank,3 år,19793,"2,4",oktober 2009,,
"4,52",Nordea,2 år,29434,"0,25",4/1/2011,,
"4,52",Nordea,2 år,29434,"0,25",4/1/2011,,
"4,52",Handelsbanken,3 månader,75 591,"1,8",februari 2012,,
"4,52",Swedbank,3 månader,93 141,306000,Mars 2012,,
"4,52",Swedbank,5 år,94491,,,,
"4,51",Swedbank,3 månader,29 638,282000,120405,,
"4,51",Swedbank,3 år,34142,565000,110328,,
"4,5",Nordea,Rörlig,11 216,,,,
"4,5",Handelsbanken,1 år,11235,,,,
"4,5",Handelsbanken,Rörlig,11 246,,,,
"4,5",Nordea,3 månader,11 260,"1,0 mkr",Januari 2012,,
"4,5",Handelsbanken,3 månader,11 332,,,,
"4,5",Nordea,Rörlig,11 337,1000000,70509,,
"4,5",Nordea,Rörlig,11 340,"4,66 mkr",Mars 2010,,
"4,5",Nordea,3 månader,11 428,,,,
"4,5",Handelsbanken,Rörlig,11 524,,,,
"4,5",SBAB,3 månader,11 533,"1,6",20120312,,
"4,5",Handelsbanken,5 år,11727,,,,
"4,5",Nordea,Rörlig,11 727,300000,1/1/2010,,
"4,5",Nordea,3 månader,11 829,"1,1 mkr",Januari 2012,,
"4,5",Nordea,3 månader,12 139,"1,78 mkr",3/1/2012,,
"4,5",Swedbank,Rörlig,12 266,"1,4",12/1/2007,,
"4,5",Nordea,3 månader,12 341,,,,
"4,5",Nordea,3 månader,12 556,,,,
"4,5",SBAB,3 månader,12 950,,,,
"4,5",Nordea,3 månader,13 135,,,,
"4,5",Nordea,3 månader,13 640,,,,
"4,5",Handelsbanken,10 år,13670,,,,
"4,5",Handelsbanken,10 år,13670,,,,
"4,5",Handelsbanken,10 år,13670,"0,733mkr",20070201,,
"4,5",Nordea,3 månader,13 738,,,,
"4,5",SEB,3 månader,13 935,"3,0 mkr",3/30/2012,,
"4,5",Nordea,Rörlig,13 936,4500000,Maj 2011,,
"4,5",Swedbank,3 månader,13 950,,,,
"4,5",Swedbank,3 månader,13 950,,,,
"4,5",Nordea,3 månader,14 160,"3,6 mkr",januari 2012,,
"4,5",Swedbank,3 månader,14 171,"1,0mkr",20120401,,
"4,5",Nordea,Rörlig,14 564,700000,10-Apr,,
"4,5",Swedbank,Tak på 3 år ,15 173,90030,juni 2009,,
"4,5",SEB,Rörlig,16 839,,,,
"4,5",SBAB,3 månader,17 230,900000,12-Apr,,
"4,5",Swedbank,3 år,17239,,,,
"4,5",Swedbank,3 månader,17 543,,,,
"4,5",Nordea,3 månader,17 569,580000,janurari 2012,,
"4,5",SBAB,Rörlig,17 996,1800000,120226,,
"4,5",Nordea,Rörlig,19 137,"2,5mkr",20120216,,
"4,5",Swedbank,2 år,19436,,,,
"4,5",SBAB,Rörlig,19 544,,,,
"4,5",Swedbank,3 år,19546,800000,9/15/2010,,
"4,5",Nordea,3 månader,21 158,,,,
"4,5",Nordea,3 månader,21 226,,,,
"4,5",Handelsbanken,Rörlig,21 611,,,,
"4,5",Swedbank,Rörlig,21 618,,,,
"4,5",SBAB,Rörlig,21 762,900000,7/1/2012,,
"4,5",Swedbank,Rörlig,23 154,470000,3/12/2012,,
"4,5",Swedbank,Rörlig,23 194,,,,
"4,5",Handelsbanken,3 år,23251,"2,4",2010,,
"4,5",Nordea,3 månader,23 438,"2,4 mkr",1/11/2012,,
"4,5",Nordea,3 månader,24 436,,,,
"4,5",Handelsbanken,3 månader,24 538,,,,
"4,5",Handelsbanken,3 månader,24 543,"2,0 mkr",1/2/2011,,
"4,5",Nordea,3 månader,25 450,"1,8 mkr",20120215,,
"4,5",Länsförsäkringar,Rörlig,26 192,850000,110501,,
"4,5",Swedbank,3 månader,26 263,"1,875",20120301,,
"4,5",Danske Bank,Rörlig,26 697,"2,2 mkr",111201,,
"4,5",Swedbank,5 år,26878,800000,111123,,
"4,5",SBAB,3 månader,27 145,300000,3/8/2012,,
"4,5",Swedbank,2 år,27433,,,,
"4,5",Länsförsäkringar,Rörlig,27 437,,,,
"4,5",Nordea,Rörlig,27 735,"1,6 mkr",11/1/2011,,
"4,5",Nordea,3 månader,27 740,,,,
"4,5",Swedbank,3 månader,28 193,,,,
"4,5",Nordea,Rörlig,29 472,"0,9 mkr",Oktober 2010,,
"4,5",Nordea,3 månader,29 535,"1,2",120111,,
"4,5",Danske Bank,2 år,30270,,,,
"4,5",Swedbank,3 år,31234,"0,26 mkr",2011,,
"4,5",Nordea,Rörlig,33 131,"1,5mkr",0,,
"4,5",Handelsbanken,3 månader,33 133,"1,1",20120101,,
"4,5",Nordea,3 månader,33 142,470 tus,20120106,,
"4,5",Handelsbanken,2 år,33231,"1,25 mkr",90912,,
"4,5",Nordea,3 månader,33 532,90000,120104,,
"4,5",Danske Bank,Rörlig,35 261,,,,
"4,5",Swedbank,3 år,36050,400000,20090515,,
"4,5",Nordea,3 månader,37 163,"1,625 mkr",Inte bundet,,
"4,5",Swedbank,Rörlig,37 237,800000,20120301,,
"4,5",Swedbank,3 månader,38 735,,,,
"4,5",Nordea,3 månader,39 359,641000,2010118,,
"4,5",Nordea,3 månader,41 262,,,,
"4,5",Nordea,3 månader,41 318,"1,5",50701,,
"4,5",Nordea,Rörlig,41 475,,,,
"4,5",Handelsbanken,Rörlig,41 679,,,,
"4,5",Handelsbanken,Rörlig,42 233,,,,
"4,5",Handelsbanken,Rörlig,42 534,335000,120401,,
"4,5",Nordea,Rörlig,42 668,"3,8 mkr",20100716,,
"4,5",Nordea,3 månader,42 834,,,,
"4,5",Handelsbanken,Rörlig,43 492,,,,
"4,5",Nordea,Rörlig,44 331,"1,3",120331,,
"4,5",SBAB,3 månader,44 534,"0,85",20110501,,
"4,5",Handelsbanken,Rörlig,45 131,"1,2",20120101,,
"4,5",Swedbank,3 månader,45 741,"1,6",2010,,
"4,5",Swedbank,Rörlig,45 991,"1,4",120910,,
"4,5",SEB,3 år,46159,,,,
"4,5",Nordea,Rörlig,46 235,,,,
"4,5",Nordea,Rörlig,46 260,924000,20110318,,
"4,5",SBAB,3 månader,50 461,208651,120301,,
"4,5",Nordea,3 månader,50 637,470000,2/1/2012,,
"4,5",Nordea,Rörlig,54 991,500000,80410,,
"4,5",Swedbank,3 år,55320,"1,2 mkr",20110228,,
"4,5",Handelsbanken,10 år,56134,275000,5-Dec,,
"4,5",Nordea,Rörlig,57 060,12326,20031214,,
"4,5",Nordea,Rörlig,57 392,"0,5 mkr",90401,,
"4,5",Swedbank,5 år,57439,712000,20090714,,
"4,5",Swedbank,3 månader,57 555,374000,111213,,
"4,5",Swedbank,3 månader,58 242,800000,3/1/2012,,
"4,5",Handelsbanken,3 år,58249,"1,02 mkr",5/1/2011,,
"4,5",Handelsbanken,2 år,58595,2400000,8/8/2011,,
"4,5",Länsförsäkringar,5 år,59031,",405 mkr",1/1/2012,,
"4,5",Handelsbanken,3 månader,59 594,"0,625",120202,,
"4,5",Nordea,Rörlig,59 898,,,,
"4,5",Nordea,Rörlig,59 898,,,,
"4,5",SBAB,Rörlig,60 233,,,,
"4,5",Nordea,3 år,61163,,,,
"4,5",SEB,3 år,61172,"0,5",201200430,,
"4,5",Handelsbanken,Rörlig,61 190,"1,5 mkr",20120101,,
"4,5",SBAB,3 månader,61 690,"0,7",19801212,,
"4,5",Handelsbanken,5 år,63353,,,,
"4,5",Swedbank,Rörlig,64 134,2200000,2009,,
"4,5",Swedbank,Rörlig,64 134,2200000,2009,,
"4,5",Nordea,Rörlig,64 234,"0,7", Ej bundet,,
"4,5",Nordea,3 månader,64 430,"1,50mkr",Juli 2010,,
"4,5",Nordea,3 månader,64 543,187000,20120101,,
"4,5",Swedbank,Rörlig,64 831,80000,20120201,,
"4,5",Nordea,30 år,66010,"800.0""0","00""",70228,
"4,5",Nordea,3 månader,66 050,,,,
"4,5",Nordea,5 år,66131,600000,6/15/2010,,
"4,5",Nordea,3 månader,66 341,350 tkr,20100930,,
"4,5",Swedbank,5 år,69234,"1,6",2001,,
"4,5",Swedbank,5 år,70215,1.1mkr,2007,,
"4,5",SBAB,3 månader,70 345,,,,
"4,5",Nordea,3 månader,70 375,,,,
"4,5",Nordea,3 månader,70 375,,,,
"4,5",Swedbank,Rörlig,70 376,"1,6 mkr",5/1/2010,,
"4,5",Länsförsäkringar,3 år,71531,,,,
"4,5",Handelsbanken,Rörlig,72 218,862000,20120201,,
"4,5",Handelsbanken,Rörlig,72 218,862000,20120201,,
"4,5",Handelsbanken,3 år,72221,,,,
"4,5",Swedbank,2 år,72471,,,,
"4,5",Nordea,3 månader,72 476,,,,
"4,5",Nordea,Rörlig,73 060,800.000 kr,rörligt,,
"4,5",SBAB,Rörlig,74 020,,,,
"4,5",Nordea,3 månader,74 020,,,,
"4,5",Nordea,3 månader,74 020,,,,
"4,5",SBAB,3 månader,74 020,,,,
"4,5",SBAB,Rörlig,74 194,,,,
"4,5",SBAB,1 år,74194,,,,
"4,5",Swedbank,3 år,74497,,,,
"4,5",Nordea,Rörlig,74 970,2 mkr,-,,
"4,5",Nordea,3 månader,75 442,600000,Februari 2008,,
"4,5",Nordea,20,75 643,,,,
"4,5",Handelsbanken,Rörlig,75 645,,,,
"4,5",Länsförsäkringar,1 år,75752,"0,237",1/1/2011,,
"4,5",Länsförsäkringar,Rörlig,78 456,"0,9 mkr",2/15/2006,,
"4,5",Swedbank,Rörlig,78 472,120000 kr,Januari 2012,,
"4,5",Swedbank,Rörlig,79 170,900000,12/1/2011,,
"4,5",Nordea,Rörlig,80 631,,,,
"4,5",Swedbank,Rörlig,81 160,200000,maj 2010,,
"4,5",Swedbank,3 månader,81 241,146000,1/28/2015,,
"4,5",Swedbank,5 år,82532,335000 tusen kr,111101,,
"4,5",Handelsbanken,3 år,82730,,,,
"4,5",Swedbank,Rörlig,83 145,,,,
"4,5",Nordea,Rörlig,83 400,,,,
"4,5",Swedbank,3 år,84031,314000,20111220,,
"4,5",Nordea,Rörlig,85 230,599000,8/1/2010,,
"4,5",Danske Bank,Rörlig,85 651,"1,0 mkr",2012,,
"4,5",Swedbank,2 år,86431,890000,3/25/2011,,
"4,5",Länsförsäkringar,3 månader,93 145,"0,9 mkr",20111201,,
"4,5",Swedbank,Rörlig,96 137,400000,20120318,,
"4,5",Nordea,3 månader,97 451,800000,1/27/2012,,
"4,5",Nordea,Rörlig,11643,"0""","700.0""0","00""",20000410
"4,5",Handelsbanken,10 år,54492,"0""",800000,101101,
"4,49",Swedbank,Rörlig,13 761,,,,
"4,49",SBAB,3 månader,13 834,"1,4 mkr",12/15/2011,,
"4,49",SBAB,Rörlig,14 932,"2,5 mkr",120214,,
"4,49",SBAB,3 månader,21 426,"0,36",2/3/2012,,
"4,49",SBAB,Rörlig,23 443,"1,87 mkr",Januari 2012,,
"4,49",Swedbank,3 år,23592,,,,
"4,48",SBAB,3 månader,11 248,,,,
"4,48",Handelsbanken,2 år,11323,354000,6/30/2011,,
"4,48",Handelsbanken,5 år,14763,"0,2 mkr",12/6/2010,,
"4,48",Handelsbanken,2 år,43539,"0,4 mkr",8/1/2012,,
"4,48",Handelsbanken,5 år,73832,600000,12/1/2010,,
"4,48",Handelsbanken,3 månader,74 196,"1,75 mkr",20120101,,
"4,48",Handelsbanken,Rörlig,80 252,561000,20120101,,
"4,48",Handelsbanken,3 månader,80 324,,,,
"4,48",Handelsbanken,5 år,81537,430000 tkr,12/1/2010,,
"4,48",Nordea,7 år,90360,"1,2",5/20/2007,,
"4,47",SBAB,3 månader,11 453,"2,55",4/2/2012,,
"4,47",SBAB,3 månader,18 363,,,,
"4,47",SBAB,3 månader,19 432,,,,
"4,47",SBAB,2 år,58212,346000,juni 2011,,
"4,47",SBAB,2 år,58212,346000,juni 2011,,
"4,47",Länsförsäkringar,Rörlig,61 992,300000,rörligt,,
"4,47",Handelsbanken,Rörlig,73 375,850000,4/3/2012,,
"4,47",Swedbank,Rörlig,79 293,365000,3/21/2008,,
"4,47",SBAB,Rörlig,90 433,,,,
"4,46",Handelsbanken,Rörlig,11 526,"8,0 M",röröigt,,
"4,46",Skandiabanken,2 år,14132,864000,8/1/2011,,
"4,46",Skandiabanken,2 år,14133,,,,
"4,46",Swedbank,3 månader,15 152,397168,Juni 2000,,
"4,46",Swedbank,3 månader,18 144,"0,4 mkr",1/1/1995,,
"4,46",Handelsbanken,Rörlig,27 153,650000,20100617,,
"4,46",Swedbank,Rörlig,29 159,76500,41201,,
"4,46",Handelsbanken,3 månader,43 246,"3,1",10/15/2009,,
"4,46",Handelsbanken,3 år,54147,213000,110501,,
"4,46",Handelsbanken,3 månader,59 047,"0,4mkr",120201,,
"4,46",Swedbank,10 år,64151,"0,5",20050501,,
"4,46",Nordea,3 år,88240,"0,45",111001,,
"4,46",Nordea,3 år,91134,1000000,101101,,
"4,46",Länsförsäkringar,3 år,91194,620000,6/30/2011,,
"4,46",Swedbank,Rörlig,51435,"0""","0,58 mkr",Januari 2009,
"4,45",Swedbank,3 månader,11 221,662500,3 månader/rörligt,,
"4,45",Swedbank,3 månader,11 252,"1,5 mkr",Mars 2010,,
"4,45",Swedbank,3 månader,11 362,,,,
"4,45",Swedbank,Rörlig,11 362,,,,
"4,45",Swedbank,Rörlig,11 362,,,,
"4,45",SBAB,3 månader,11 542,"1,5 mkr",6/20/2010,,
"4,45",Swedbank,3 månader,11 625,,,,
"4,45",Swedbank,3 månader,11 638,,,,
"4,45",Handelsbanken,3 månader,11 758,"0,47mkr",4/1/2012,,
"4,45",Handelsbanken,Rörlig,11 762,,,,
"4,45",Swedbank,Rörlig,11 765,,,,
"4,45",Handelsbanken,3 månader,11 828,"3,2 mkr",Januari 2010,,
"4,45",Swedbank,Rörlig,11 854,"2,25",?,,
"4,45",Swedbank,3 månader,12 064,"1,02 mkr",10/10/2004,,
"4,45",Handelsbanken,2 år,12534,,,,
"4,45",Handelsbanken,Rörlig,12 555,,,,
"4,45",Swedbank,3 månader,12 559,796000,Februari 2012,,
"4,45",SBAB,Rörlig,12 635,,,,
"4,45",Swedbank,3 månader,13 569,"1,3",1/31/2012,,
"4,45",Handelsbanken,8 år,13569,980000,20051010,,
"4,45",Swedbank,3 månader,13 667,730000 kr,Oktober 2010,,
"4,45",Swedbank,3 månader,14 168,"3,74",februari 2012,,
"4,45",Swedbank,3 månader,14 168,"3,74 mkr",februari 2012,,
"4,45",Swedbank,3 månader,14 168,"3,74",februari 2012,,
"4,45",Swedbank,3 månader,14 168,"3,74",februari 2012,,
"4,45",Swedbank,Rörlig,14 171,,,,
"4,45",Swedbank,3 månader,14 254,,,,
"4,45",SBAB,Rörlig,14 932,2650000,20120101,,
"4,45",Swedbank,Rörlig,15 270,360000,20120201,,
"4,45",SBAB,3 månader,16 264,,,,
"4,45",Swedbank,Rörlig,16 350,"1,5 mkr",11/1/2010,,
"4,45",Swedbank,Rörlig,16 350,"1,5 mkr",Rörlig (3 mån),,
"4,45",Swedbank,3 månader,16 767,136 TSEK,12-Feb,,
"4,45",Swedbank,3 månader,16 853,,,,
"4,45",Swedbank,3 månader,16 856,4370000,3/3/2012,,
"4,45",Swedbank,Rörlig,16 972,,,,
"4,45",Handelsbanken,Rörlig,17 737,"1,1",20090130,,
"4,45",Swedbank,3 månader,18 133,,,,
"4,45",Swedbank,3 månader,18 135,"1,2",2009,,
"4,45",Handelsbanken,1 år,18532,"3,5 mkr",20110601,,
"4,45",Swedbank,3 månader,19 332,,,,
"4,45",Swedbank,3 månader,19 432,,,,
"4,45",Swedbank,3 månader,21 116,"2,2",-,,
"4,45",Swedbank,Rörlig,21 233,506000,mars 2011,,
"4,45",Handelsbanken,3 månader,21 429,,,,
"4,45",Swedbank,3 månader,21 449,590000,7/20/2009,,
"4,45",Swedbank,3 månader,21 449,590000,7/20/2009,,
"4,45",Swedbank,Rörlig,24 393,676,2008/04/31,,
"4,45",Swedbank,Rörlig,24 633,"1,5",2009,,
"4,45",Nordea,3 månader,25 220,,,,
"4,45",Swedbank,Rörlig,25 245,457000,20120128,,
"4,45",Swedbank,3 månader,25 453,"1,1",2012,,
"4,45",Swedbank,3 månader,29 147,863 tkr,12/28/2011,,
"4,45",Swedbank,3 månader,29 147,860 tkr,12/28/2011,,
"4,45",Swedbank,3 månader,29 165,578000,120128,,
"4,45",Swedbank,3 månader,31 492,"1,87",5/1/2009,,
"4,45",Swedbank,Rörlig,36 040,100000,20120128,,
"4,45",Länsförsäkringar,3 månader,37 136,"1,2 mkr",10,,
"4,45",Swedbank,3 månader,37 493,80000,1/28/2012,,
"4,45",Nordea,Rörlig,38 542,"0,45",Augusti 2001,,
"4,45",Swedbank,Rörlig,38 692,"1,2 mkr",10-Dec,,
"4,45",Swedbank,Rörlig,39 232,,,,
"4,45",Länsförsäkringar,Rörlig,41 137,430000,Juli 2010,,
"4,45",Swedbank,Rörlig,41 650,,,,
"4,45",Swedbank,3 månader,42 256,,,,
"4,45",Handelsbanken,Rörlig,42 530,185000,ej bundet,,
"4,45",Swedbank,3 månader,43 140,680000,9/4/1931,,
"4,45",Swedbank,3 månader,43 246,192000,110828,,
"4,45",Swedbank,3 månader,43 246,192000,Januari 2012,,
"4,45",SBAB,Rörlig,43 638,"2,8 mkr",10-Aug,,
"4,45",Swedbank,Rörlig,45 196,,,,
"4,45",Swedbank,3 månader,45 234,140000,120401,,
"4,45",Länsförsäkringar,3 månader,45 240,3 mkr,20120115,,
"4,45",Swedbank,3 månader,46 154,,,,
"4,45",Swedbank,3 månader,46 157,750000,1/28/2012,,
"4,45",Swedbank,3 månader,46 191,,,,
"4,45",Swedbank,Rörlig,47 151,,,,
